rank,userName,proxyWallet,xUsername,weather_pnl_usd,weather_volume_usd,pnl_over_volume_pct,classification,confidence,active_positions,active_weather_positions,active_nonweather_positions,recent_activity,recent_weather_activity,recent_nonweather_activity,sample_weather_titles,sample_nonweather_titles,profile_url
67,BrightSpringFox,0xa1782a357ec27ad78ef58394953184fa52522112,,17072.9761794576,733183.3916450001,2.329,weather specialist / weather-heavy,medium,5,3,2,200,185,8,Will the highest temperature in Lagos be 30°C on April 24? | Will the highest temperature in Tel Aviv be 28°C on April 25? | Will the lowest temperature in London be 5°C on April 25? | Will the highest temperature in Tel Aviv be 28°C on April 25? | Will the lowest temperature in Paris be 6°C on April 25? | Will the lowest temperature in London be 6°C on April 25? | Will the highest temperature in Lagos be 35°C on April 24? | Will the highest temperature in Manila be 34°C on April 25?,Will Trump visit China by April 30? | Will Trump visit China by May 31? | Will David Bailey be the third pick in the 2026 NFL draft? | Will David Bailey be the third pick in the 2026 NFL draft? | Will David Bailey be the third pick in the 2026 NFL draft?,https://polymarket.com/profile/0xa1782a357ec27ad78ef58394953184fa52522112
68,0x4e25605fd905e9972efc0f4d8814530c655cd7a7,0x4e25605fd905e9972efc0f4d8814530c655cd7a7,,17072.48070248078,293095.35868599993,5.825,weather-heavy mixed,low,100,2,81,200,9,133,"Russia x Ukraine ceasefire by April 30, 2026? | Russia x Ukraine ceasefire by June 30, 2026? | Zelenskyy out as Ukraine president by end of 2026? | Russia x Ukraine ceasefire by May 31, 2026? | Russia x Ukraine ceasefire by May 31, 2026? | Russia x Ukraine ceasefire by May 31, 2026? | Russia x Ukraine ceasefire by end of 2026? | Russia x Ukraine ceasefire by end of 2026?",Will JD Vance win the 2028 US Presidential Election? | Will Roy Cooper win the 2028 Democratic presidential nomination? | Will JD Vance win the 2028 US Presidential Election? | Will Kamala Harris win the California Governor Election in 2026? | Will Josh Shapiro win the 2028 US Presidential Election?,https://polymarket.com/profile/0x4e25605fd905e9972efc0f4d8814530c655cd7a7
69,WordleAddict,0xe25b9180f5687aa85bd94ee309bb72a464320f1b,,16265.418323964557,562376.11479,2.892,not enough public recent data to classify,low,17,0,6,200,0,99,,"Will JD Vance win the 2028 US Presidential Election? | Will JD Vance win the 2028 US Presidential Election? | US obtains Iranian enriched uranium by May 31? | US x Iran permanent peace deal by May 31, 2026? | Trump announces end of military operations against Iran by April 30th?",https://polymarket.com/profile/0xe25b9180f5687aa85bd94ee309bb72a464320f1b
70,Miojinho,0x64dbeb0a10678b1ff708320b19654c5d40a98c8e,,16142.148947518126,61630.867724,26.192,not enough public recent data to classify,low,16,0,3,200,0,10,,"Will Luiz Inácio Lula da Silva win the 2026 Brazilian presidential election? | Will Oscar Piastri be the 2026 F1 Drivers' Champion? | Will voter turnout be 77–80% in the 2026 Hungarian parliamentary election? | Will Donald Trump publicly insult someone on April 20, 2026? | Will Donald Trump publicly insult someone on April 20, 2026?",https://polymarket.com/profile/0x64dbeb0a10678b1ff708320b19654c5d40a98c8e
71,Ooookey,0xb06a0eae498750ed0acac7e1f759f741c56e52f5,,16049.08675233555,1363281.8853960002,1.177,weather specialist / weather-heavy,medium,100,51,2,200,160,0,Will the highest temperature in Seoul be 18°C or higher on April 17? | Will the highest temperature in Dallas be 74°F or higher on April 12? | Will the highest temperature in Dallas be between 70-71°F on April 12? | Will the highest temperature in Buenos Aires be 26°C or higher on April 23? | Will the highest temperature in Buenos Aires be 24°C on April 23? | Will the highest temperature in Hong Kong be 29°C on April 21? | Will the highest temperature in Hong Kong be 31°C or higher on April 21? | Will the highest temperature in Hong Kong be 30°C on April 21?,Will Gavin Newsom win the 2028 Democratic presidential nomination? | Will Gavin Newsom win the 2028 Democratic presidential nomination?,https://polymarket.com/profile/0xb06a0eae498750ed0acac7e1f759f741c56e52f5
72,securebet,0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23,germain_marcano,15985.480459449043,397949.9556430001,4.017,weather specialist / weather-heavy,medium,22,22,0,200,196,0,Will the highest temperature in Seoul be 19°C on April 25? | Will the highest temperature in Atlanta be between 86-87°F on April 24? | Will the highest temperature in Atlanta be between 80-81°F on April 24? | Will the highest temperature in Atlanta be between 84-85°F on April 24? | Will the highest temperature in New York City be 66°F or higher on April 24? | Will the highest temperature in Atlanta be between 82-83°F on April 24? | Will the lowest temperature in New York City be between 40-41°F on April 25? | Will the highest temperature in Seoul be 18°C on April 25?,,https://polymarket.com/profile/0xaa7a74b8c754e8aacc1ac2dedb699af0a3224d23
73,0xhana,0xa37d1d1a3367c6ebc692e37c29bccb8bb015b2b4,,15798.984479422355,321617.192466,4.912,weather specialist / weather-heavy,medium,100,100,0,200,197,0,Will the highest temperature in Miami be between 82-83°F on March 6? | Will the highest temperature in New York City be between 34-35°F on February 23? | Will the highest temperature in New York City be between 40-41°F on February 15? | Will the highest temperature in New York City be between 46-47°F on February 21? | Will the highest temperature in Miami be between 78-79°F on February 15? | Will the highest temperature in New York City be between 38-39°F on March 1? | Will the highest temperature in Miami be between 84-85°F on March 12? | Will the highest temperature in New York City be between 52-53°F on March 20?,,https://polymarket.com/profile/0xa37d1d1a3367c6ebc692e37c29bccb8bb015b2b4
74,PX5300,0xd6eef76188c7068719ac881460b7431e1ae137a2,,15701.471876774915,2276751.149356,0.69,weather-heavy mixed,low,100,23,24,200,5,58,Will the highest temperature in Shanghai be 15°C on March 20? | Will the highest temperature in Ankara be 9°C or higher on March 7? | Will the highest temperature in Chongqing be 13°C on March 20? | Will the highest temperature in Seoul be 13°C on March 20? | Will the highest temperature in Madrid be 17°C on March 18? | Will the highest temperature in Hong Kong be 24°C on March 18? | Will the highest temperature in Atlanta be between 50-51°F on March 17? | Will the highest temperature in Shanghai be 15°C on March 18?,"Will Iran strike Israel on March 4? | Will Bitcoin reach $71,000 on March 20? | Will Ethereum reach $2,300 on March 20? | Will Trump say ""AI"" or ""Artificial Intelligence"" during events with Japanese PM? | Will Ethereum reach $2,200 on March 20?",https://polymarket.com/profile/0xd6eef76188c7068719ac881460b7431e1ae137a2
75,cyberkurajber,0xf6f79fb0b579918f101bb6d0a264a492ce9de0da,,15370.503025706515,603901.5725479999,2.545,weather specialist / weather-heavy,medium,78,77,0,200,199,0,Will the highest temperature in Manila be 40°C or higher on April 25? | Will the highest temperature in Tokyo be 16°C on April 25? | Will the highest temperature in Manila be 39°C on April 25? | Will the highest temperature in Wuhan be 29°C on April 25? | Will the highest temperature in Amsterdam be 18°C on April 24? | Will the highest temperature in Chicago be 76°F or higher on April 24? | Will the highest temperature in Amsterdam be 18°C on April 25? | Will the highest temperature in Sao Paulo be 31°C on April 25?,,https://polymarket.com/profile/0xf6f79fb0b579918f101bb6d0a264a492ce9de0da
76,erb80,0x7d4901f61086eae4513c3d51ea24084703776638,,15042.443867170508,31172.453767,48.256,weather-heavy mixed,low,17,3,6,26,4,8,Will the highest temperature in Atlanta be between 52-53°F on December 17? | Will 1700 to 1749 tornadoes occur in the United States in 2025? | Will the highest temperature in Atlanta be between 54-55°F on December 17? | Will the highest temperature in Atlanta be between 54-55°F on December 17? | Will the highest temperature in Atlanta be between 52-53°F on December 17? | Will the highest temperature in Atlanta be between 52-53°F on December 17? | Will 1700 to 1749 tornadoes occur in the United States in 2025?,"Will Trump deport 1,250,000-1,500,000 people? | Will Trump deport 1,750,000-2,000,000 people? | Will Trump deport 1,500,000-1,750,000 people? | Will João Bernardo Vieira win the 2025 Guinea-Bissau presidential election? | Will Mário da Silva Júnior win the 2025 Guinea-Bissau presidential election?",https://polymarket.com/profile/0x7d4901f61086eae4513c3d51ea24084703776638
77,sakula1,0xff786965fa48e17dfaf320276fc42fac334ddf44,,15019.87122236705,539752.545627,2.783,weather specialist / weather-heavy,medium,0,0,0,200,200,0,Will the highest temperature in Tokyo be 21°C on March 29? | Will the highest temperature in Singapore be 32°C on March 29? | Will the highest temperature in Singapore be 31°C on March 29? | Will the highest temperature in Tokyo be 18°C on March 29? | Will the highest temperature in Tokyo be 19°C on March 29? | Will the highest temperature in Singapore be 32°C on March 29? | Will the highest temperature in Singapore be 32°C on March 29? | Will the highest temperature in Singapore be 31°C on March 29?,,https://polymarket.com/profile/0xff786965fa48e17dfaf320276fc42fac334ddf44
78,mjf02,0x5ea284bb13db26c76529a944e6bf9497c8c5e97f,,14775.840288679005,698335.841266,2.116,weather specialist / weather-heavy,medium,100,99,0,200,198,0,Will the highest temperature in Paris be 6°C or below on March 29? | Will the highest temperature in Munich be 2°C or below on March 29? | Will the highest temperature in London be 6°C or below on March 29? | Will the highest temperature in Seoul be 7°C on March 26? | Will the highest temperature in London be 16°C on March 9? | Will the highest temperature in London be 16°C on March 18? | Will the highest temperature in Seoul be 6°C or below on March 27? | Will the highest temperature in London be 17°C on March 9?,,https://polymarket.com/profile/0x5ea284bb13db26c76529a944e6bf9497c8c5e97f
79,GbushiCshuo,0xfbb7fc19f80b26152fc5886b5eafa7d437f26f27,,14236.182968749541,3997602.4183269995,0.356,weather specialist / weather-heavy,medium,100,93,1,200,197,2,Will the highest temperature in Atlanta be 41°F or below on February 25? | Will the highest temperature in Atlanta be between 42-43°F on February 25? | Will the highest temperature in London be 12°C or below on February 25? | Will the highest temperature in Wellington be 13°C or below on March 1? | Will the highest temperature in Wellington be 13°C on March 9? | Will the highest temperature in Wellington be 12°C or below on March 4? | Will the highest temperature in Wellington be 12°C on March 9? | Will the highest temperature in Wellington be 17°C on March 11?,"Bitcoin Up or Down - March 2, 3:45AM-4:00AM ET | Bitcoin Up or Down - April 20, 9:50PM-9:55PM ET | Bitcoin Up or Down - April 20, 10:15PM-10:20PM ET",https://polymarket.com/profile/0xfbb7fc19f80b26152fc5886b5eafa7d437f26f27
80,TheySeemeBuyingTheyHatin,0x900e2ba4b715e8e5088899948355d74c796ff6bf,,13734.204210595735,336264.774072,4.084,weather specialist / weather-heavy,medium,0,0,0,200,199,0,Will the highest temperature in Tokyo be 17°C on April 25? | Will the highest temperature in Tokyo be 17°C on April 25? | Will the highest temperature in Tokyo be 17°C on April 25? | Will the highest temperature in Tokyo be 17°C on April 25? | Will the highest temperature in Tokyo be 17°C on April 25? | Will the highest temperature in Tokyo be 17°C on April 25? | Will the highest temperature in Tokyo be 17°C on April 25? | Will the highest temperature in Panama City be 32°C or higher on April 26?,,https://polymarket.com/profile/0x900e2ba4b715e8e5088899948355d74c796ff6bf
81,ocelot-204,0xf1d77c5785eee537d4665db8b0378026c9760808,,13662.707199,83819.69609400001,16.3,weather-heavy mixed,low,0,0,0,200,19,124,September temperature increase by between 1.17-1.22°C? | September temperature increase by between 1.17-1.22°C? | August temperature increase by between 1.25-1.29°C? | August temperature increase greater than 1.29°C? | August temperature increase greater than 1.29°C? | August temperature increase by between 1.25-1.29°C? | August temperature increase greater than 1.29°C? | August temperature increase by between 1.25-1.29°C?,Will Kamala Harris win the 2024 US Presidential Election? | Will Kamala Harris win the 2024 US Presidential Election? | Will Kamala Harris win the 2024 US Presidential Election? | Will Kamala Harris win the 2024 US Presidential Election? | Will Kamala Harris win the 2024 US Presidential Election?,https://polymarket.com/profile/0xf1d77c5785eee537d4665db8b0378026c9760808
82,mkuu,0x5b0cf4ac002d771110689ebab5176a899a513b83,,13556.265316428937,62874.985635,21.561,weather specialist / weather-heavy,medium,4,4,0,200,180,17,Will the highest temperature in Dallas be between 50-51°F on March 28? | Will the highest temperature in Munich be 5°C or below on March 28? | Will the highest temperature in Dallas be between 58-59°F on April 10? | Will the highest temperature in Ankara be 18°C or higher on March 28? | Will the highest temperature in Dallas be between 58-59°F on April 10? | Will the highest temperature in Ankara be 18°C or higher on March 28? | Will the highest temperature in Ankara be 18°C or higher on March 28? | Will the highest temperature in Ankara be 18°C or higher on March 28?,"Bitcoin Up or Down - November 23, 5:45AM-6:00AM ET | Bitcoin Up or Down - January 8, 7:45AM-8:00AM ET | Bitcoin Up or Down - November 13, 10:00AM-10:15AM ET | Bitcoin Up or Down - November 4, 1:30PM-1:45PM ET | Bitcoin Up or Down - November 23, 4:45AM-5:00AM ET",https://polymarket.com/profile/0x5b0cf4ac002d771110689ebab5176a899a513b83
83,balerinacapuchina,0xd86d87914387111b47355e87aca7c032dbe5648d,,13244.757835003995,141112.370076,9.386,weather specialist / weather-heavy,medium,2,0,2,200,33,25,Will global temperature increase by between 1.15ºC and 1.19ºC in November 2025? | Will global temperature increase by between 1.25ºC and 1.29ºC in November 2025? | Will global temperature increase by between 1.20ºC and 1.24ºC in November 2025? | Will global temperature increase by between 1.15ºC and 1.19ºC in November 2025? | Will global temperature increase by between 1.20ºC and 1.24ºC in November 2025? | Will global temperature increase by between 1.20ºC and 1.24ºC in November 2025? | Will global temperature increase by between 1.20ºC and 1.24ºC in November 2025? | Will global temperature increase by between 1.20ºC and 1.24ºC in November 2025?,Will Dwayne 'The Rock' Johnson win the 2028 US Presidential Election? | Will Dwayne 'The Rock' Johnson win the 2028 US Presidential Election? | Will Dwayne 'The Rock' Johnson win the 2028 US Presidential Election? | Will Dwayne 'The Rock' Johnson win the 2028 US Presidential Election? | Khamenei out as Supreme Leader of Iran by January 31?,https://polymarket.com/profile/0xd86d87914387111b47355e87aca7c032dbe5648d
84,samhain4ik,0x50936370f48b7c7f87016ae8ec1462d0200a272c,,12943.182794606024,3031522.47828,0.427,weather specialist / weather-heavy,medium,100,22,78,200,200,0,Will global temperature increase by between 0.95–0.99ºC in July 2025? | Will global temperature increase by between 0.90–0.94ºC in July 2025? | Will the highest temperature in London be between 59-60°F on October 30? | Will the highest temperature in London be 71°F or higher on September 14? | Will the highest temperature in London be 70°F or higher on September 10? | Will global temperature increase by between 0.95-0.99ºC in June 2025? | Will global temperature increase by between 1.10ºC and 1.14ºC in January 2026? | Will global temperature increase by less than 1.00ºC in December 2025?,"Will the price of Bitcoin be above $76,000 on March 9? | Will the price of Bitcoin be above $78,000 on February 6? | Will the price of Bitcoin be above $62,000 on March 6? | Will the price of Bitcoin be above $86,000 on January 20? | Will the price of Bitcoin be above $88,000 on January 19?",https://polymarket.com/profile/0x50936370f48b7c7f87016ae8ec1462d0200a272c
85,schnasoks,0xfe44d5325ffcabc8ae96aa41bb1b62d1b1b93b76,,12831.380536084558,100850.30739399997,12.723,weather specialist / weather-heavy,medium,1,0,1,200,188,3,Will the highest temperature in London be between 61-62°F on October 22? | Will the highest temperature in London be between 57-58°F on October 21? | Will the highest temperature in London be between 57-58°F on October 22? | Will the highest temperature in New York City be between 55-56°F on October 26? | Will the highest temperature in New York City be between 55-56°F on October 26? | Will the highest temperature in New York City be between 55-56°F on October 26? | Will the highest temperature in London be between 61-62°F on October 22? | Will the highest temperature in London be between 57-58°F on October 22?,Will Karel Havlíček be the next Prime Minister of the Czech Republic after the elections? | Will Donald Trump win the Nobel Peace Prize in 2025? | Will Donald Trump win Nobel Peace Prize in 2025? | Will Donald Trump win Nobel Peace Prize in 2025?,https://polymarket.com/profile/0xfe44d5325ffcabc8ae96aa41bb1b62d1b1b93b76
86,Weatherstappen,0xb9012e0d9b60d3920286309328b935cdfa609fc4,,12756.007052465115,588481.2074739999,2.168,weather specialist / weather-heavy,medium,0,0,0,200,200,0,Will the highest temperature in Ankara be 17°C on April 25? | Will the highest temperature in Ankara be 17°C on April 25? | Will the highest temperature in Ankara be 17°C on April 25? | Will the highest temperature in Ankara be 17°C on April 25? | Will the highest temperature in Ankara be 17°C on April 25? | Will the highest temperature in Ankara be 17°C on April 25? | Will the highest temperature in Ankara be 17°C on April 25? | Will the highest temperature in Moscow be 9°C on April 25?,,https://polymarket.com/profile/0xb9012e0d9b60d3920286309328b935cdfa609fc4
87,🍝👹,0xf9b6943d8cce124603a8c7ef8a02191a487761ce,,12507.87549692,360678.56846899993,3.468,weather-heavy mixed,low,0,0,0,200,8,153,Russia x Ukraine ceasefire in 2025? | Will Trump pardon Edward Snowden in his first 100 days? | Will Trump pardon Edward Snowden in his first 100 days? | Will Trump pardon Edward Snowden in his first 100 days? | Will Trump pardon Edward Snowden in his first 100 days? | Will Trump pardon Edward Snowden in his first 100 days? | Will Trump pardon Edward Snowden in his first 100 days? | Will Trump pardon Edward Snowden in his first 100 days?,Will Trump pardon Matt Gaetz in his first 100 days? | Will Trump pardon SBF in his first 100 days? | Will Trump create Bitcoin reserve in first 100 days? | Will Trump create Bitcoin reserve in first 100 days? | Will Trump create Bitcoin reserve in first 100 days?,https://polymarket.com/profile/0xf9b6943d8cce124603a8c7ef8a02191a487761ce
88,Mrage,0x6f46821c6f3f395725e59009c19f1183d6181bba,,12492.134029196,153402.50696199996,8.143,weather-heavy mixed,low,5,0,4,200,77,114,Will the highest temperature in New York City be between 62-63°F on April 18? | Will the highest temperature in New York City be between 62-63°F on April 18? | Will the highest temperature in New York City be 77°F or below on April 17? | Will the highest temperature in New York City be 77°F or below on April 17? | Will the highest temperature in New York City be 77°F or below on April 17? | Will the highest temperature in New York City be 77°F or below on April 17? | Will the highest temperature in New York City be 77°F or below on April 17? | Will the highest temperature in New York City be 77°F or below on April 17?,"Will Trump’s approval rating be between 39.0 and 39.4 on April 24, 2026? | Will Trump’s approval rating be between 38.5 and 38.9 on April 24, 2026? | Will Trump’s approval rating be less than 38.5 on April 24, 2026? | Will Donald Trump announce that the United States blockade of the Strait of Hormuz has been lifted by April 30, 2026? | Will Trump’s approval rating be between 39.5 and 39.9 on April 24, 2026?",https://polymarket.com/profile/0x6f46821c6f3f395725e59009c19f1183d6181bba
89,aliciamed79,0xad7b6b87daf99c08900763cc4f7842ee695680c9,,12478.299733642456,191555.842151,6.514,weather specialist / weather-heavy,medium,26,26,0,200,200,0,Will the highest temperature in New York City be between 45-46°F on November 23? | Will the highest temperature in London be 54°F or higher on December 5? | Will the highest temperature in New York City be between 43-44°F on November 30? | Will the highest temperature in London be between 39-40°F on November 21? | Will the highest temperature in London be between 54-55°F on December 8? | Will the highest temperature in New York City be between 31-32°F on December 9? | Will the highest temperature in New York City be 44°F or below on November 23? | Will the highest temperature in London be between 52-53°F on December 5?,,https://polymarket.com/profile/0xad7b6b87daf99c08900763cc4f7842ee695680c9
90,0xac8db3b4afea21b73ffdc92fjk,0xa67209aaa09ba891adb7d291310e49914472f083,,12349.0551451,48612.644824999996,25.403,not enough public recent data to classify,low,9,0,4,200,0,70,,Khamenei out as Supreme Leader of Iran by February 28? | Will Drake Maye win the 2025–26 NFL MVP award? | Will Matthew Stafford win the 2025–26 NFL MVP award? | Will the Republican Party control the House after the 2026 Midterm elections? | Will Trump nominate Kevin Warsh as the next Fed chair?,https://polymarket.com/profile/0xa67209aaa09ba891adb7d291310e49914472f083
91,0xf787b8A3a4c6,0xf787b8a3a4c6990f48614a0b9af8422e3e7a1b63,,12129.0445950917,377886.342127,3.21,weather specialist / weather-heavy,medium,3,1,1,200,187,8,Will the highest temperature in New York City be between 50-51°F on April 25? | Will the highest temperature in New York City be between 50-51°F on April 25? | Will the highest temperature in New York City be between 50-51°F on April 25? | Will the highest temperature in New York City be between 50-51°F on April 25? | Will the highest temperature in New York City be between 52-53°F on April 25? | Will the highest temperature in New York City be between 50-51°F on April 25? | Will the highest temperature in New York City be between 50-51°F on April 25? | Will the highest temperature in New York City be between 50-51°F on April 25?,"Will Manchester City win the 2025–26 English Premier League? | Bitcoin Up or Down - April 19, 10:20PM-10:25PM ET | Bitcoin Up or Down - April 19, 10:20PM-10:25PM ET | Bitcoin Up or Down - April 19, 10:20PM-10:25PM ET | Will Manchester City win the 2025–26 English Premier League?",https://polymarket.com/profile/0xf787b8a3a4c6990f48614a0b9af8422e3e7a1b63
92,0xCd75d28B219C3BFFC79540a7B03B8E48Bdc9d07E-1770575163011,0xcd75d28b219c3bffc79540a7b03b8e48bdc9d07e,,12029.964573923613,218545.21254600002,5.505,weather specialist / weather-heavy,medium,0,0,0,200,200,0,Will the highest temperature in Toronto be 11°C on April 24? | Will the highest temperature in Toronto be 11°C on April 24? | Will the highest temperature in Toronto be 12°C on April 24? | Will the highest temperature in Toronto be 12°C on April 24? | Will the highest temperature in Toronto be 12°C on April 24? | Will the highest temperature in Toronto be 12°C on April 24? | Will the highest temperature in Toronto be 12°C on April 24? | Will the highest temperature in Toronto be 12°C on April 24?,,https://polymarket.com/profile/0xcd75d28b219c3bffc79540a7b03b8e48bdc9d07e
93,dchoi2852,0xfef7a7e4b2e474d5d39ea15beaba01bacf5f3e02,,12027.555736463482,431672.36021599994,2.786,weather specialist / weather-heavy,medium,29,20,3,200,168,11,Will the highest temperature in Wuhan be 21°C or below on April 15? | Will the highest temperature in Dallas be between 82-83°F on April 1? | Will the highest temperature in Miami be between 76-77°F on March 10? | Will the highest temperature in Seoul be 12°C on March 17? | Will the highest temperature in London be 6°C on February 18? | Will the highest temperature in Atlanta be between 68-69°F on March 15? | Will the highest temperature in Seoul be 10°C on March 14? | Will the highest temperature in Hong Kong be 27°C on April 5?,"Will the price of Ethereum be above $2,000 on February 14? | Will the price of Ethereum be above $1,900 on February 12? | Will Trump say ""Transgender"" this week? (February 15) | Will Bitcoin reach $77,000 on March 10? | Will Bitcoin reach $77,000 on March 10?",https://polymarket.com/profile/0xfef7a7e4b2e474d5d39ea15beaba01bacf5f3e02
94,VibeTrader,0xcbbc5e035504421b084ad9248b660f6e9618b5d0,,11836.52960080784,7059456.204914,0.168,weather specialist / weather-heavy,medium,100,22,0,200,200,0,Will the highest temperature in New York City be 56°F or higher on November 15? | Will the highest temperature in New York City be 60°F or higher on November 25? | Will the highest temperature in New York City be 47°F or higher on December 1? | Will the highest temperature in New York City be 37°F or higher on December 5? | Will the highest temperature in New York City be between 74-75°F on September 25? | Will the highest temperature in New York City be between 44-45°F on January 6? | Will the highest temperature in New York City be 53°F or higher on November 30? | Will the highest temperature in Hong Kong be 29°C on April 19?,,https://polymarket.com/profile/0xcbbc5e035504421b084ad9248b660f6e9618b5d0
95,Dr.ChristmasJones,0xb1dce46d7d5987c743d5378c503ed81e71937283,,11817.168085390795,133269.20127299998,8.867,not enough public recent data to classify,low,2,0,2,200,0,80,,Will a Democrat win Pennsylvania US Senate Election? | 2024 Balance of Power: R Prez R Senate R House | Will a Democrat win Pennsylvania US Senate Election? | Will a Democrat win Pennsylvania US Senate Election? | Will a Democrat win Pennsylvania US Senate Election?,https://polymarket.com/profile/0xb1dce46d7d5987c743d5378c503ed81e71937283
96,PnW,0x20e6e192cc7d036e25136bb535e10aad89af95c4,,11810.739790639458,73534.235678,16.062,weather specialist / weather-heavy,medium,18,2,8,186,72,14,Russia x Ukraine ceasefire by August 31? | Will the highest temperature in Hong Kong be 23°C or higher on March 13? | Will the highest temperature in Hong Kong be 23°C or higher on March 13? | Will the highest temperature in Hong Kong be 23°C or higher on March 13? | Will the highest temperature in Hong Kong be 23°C or higher on March 13? | Will the highest temperature in Hong Kong be 23°C or higher on March 13? | Will the highest temperature in Hong Kong be 23°C or higher on March 13? | Will the highest temperature in Hong Kong be 23°C or higher on March 13?,"Will there be no change in Fed interest rates after the March 2026 meeting? | Fed decreases interest rates by 25 bps after December 2025 meeting? | Israel strikes Iran by January 31, 2026? | No change in Fed interest rates after January 2025 meeting? | Will US gov sell Bitcoin before Trump inauguration?",https://polymarket.com/profile/0x20e6e192cc7d036e25136bb535e10aad89af95c4
97,Bubbleblow,0xa877b2046f0a489b450f3aebbe3911730524f204,,11790.361343368751,161034.68600699998,7.322,weather specialist / weather-heavy,medium,0,0,0,200,200,0,Will the highest temperature in London be 9°C on March 7? | Will the highest temperature in London be 9°C on March 7? | Will the highest temperature in London be 9°C on March 7? | Will the highest temperature in London be 9°C on March 7? | Will the highest temperature in London be 9°C on March 7? | Will the highest temperature in London be 9°C on March 7? | Will the highest temperature in London be 9°C on March 7? | Will the highest temperature in London be 9°C on March 7?,,https://polymarket.com/profile/0xa877b2046f0a489b450f3aebbe3911730524f204
98,jajaajaajaajaa,0x4a5e58f6ad61a6d984dd1a87a92773b14f0a2a5c,,11662.184469708774,134356.154135,8.68,weather-heavy mixed,low,26,5,9,200,26,61,Will the highest temperature in London be 50°F or higher on November 30? | Will the highest temperature in New York City be between 35-36°F on December 12? | Will the highest temperature in New York City be between 37-38°F on December 12? | Will the highest temperature in New York City be between 41-42°F on November 28? | Will the highest temperature in New York City be between 39-40°F on December 4? | Will the highest temperature in New York City be 49°F or higher on November 27? | Will the highest temperature in New York City be 41°F or higher on December 12? | Will the highest temperature in New York City be 37°F or higher on December 8?,"Bitcoin Up or Down - April 8, 5:50AM-5:55AM ET | Bitcoin Up or Down - April 10, 9:25AM-9:30AM ET | Bitcoin Up or Down - November 3, 12AM ET | Bitcoin Up or Down - April 9, 3:05PM-3:10PM ET | Bitcoin Up or Down - April 7, 9:05PM-9:10PM ET",https://polymarket.com/profile/0x4a5e58f6ad61a6d984dd1a87a92773b14f0a2a5c
99,JHRUE,0x0691dfc4a112bee8cedf07df5ed65c3795c22814,,11610.37632217,54631.697691,21.252,weather specialist / weather-heavy,medium,3,0,0,144,37,12,Will a cat 5 hurricane make US landfall during Hurricane Season 2025? | Will a cat 5 hurricane make US landfall during Hurricane Season 2025? | Will a cat 5 hurricane make US landfall during Hurricane Season 2025? | Will a hurricane form by August 31? | Cat 3+ hurricane hits Miami in 2025? | Cat 3+ hurricane hits Miami in 2025? | Will a hurricane form by August 31? | Will a hurricane form by August 31?,Will Trump and Putin not meet? | Will Donald Trump win Nobel Peace Prize in 2025? | Will Donald Trump win Nobel Peace Prize in 2025? | Will Trump and Putin not meet? | Will Donald Trump win Nobel Peace Prize in 2025?,https://polymarket.com/profile/0x0691dfc4a112bee8cedf07df5ed65c3795c22814
100,0x4CE3f17Be91C3d0D6dbFed7Bd4D326957dec4291-1768045938794,0x4ce3f17be91c3d0d6dbfed7bd4d326957dec4291,,11588.776781533803,523888.7164770001,2.212,weather specialist / weather-heavy,medium,100,98,0,200,200,0,Will the highest temperature in Shenzhen be 26°C on March 26? | Will the highest temperature in Wellington be 20°C on March 18? | Will the highest temperature in Shenzhen be 22°C on March 28? | Will the highest temperature in Tel Aviv be 19°C on March 13? | Will the highest temperature in Tel Aviv be 21°C on March 13? | Will the highest temperature in Wellington be 18°C on March 23? | Will the highest temperature in Ankara be 10°C on March 10? | Will the highest temperature in Busan be 23°C on April 12?,,https://polymarket.com/profile/0x4ce3f17be91c3d0d6dbfed7bd4d326957dec4291
